filename,v,w
00231.png,0.0,0.15000000000000002
00232.png,0.0,0.2
00233.png,0.0,0.2
00234.png,0.0,0.2
00235.png,0.0,0.2
00236.png,0.0,0.2
00237.png,0.0,0.2
00238.png,0.0,0.2
00239.png,0.0,0.2
00240.png,0.0,0.2
00241.png,0.0,0.2
00242.png,0.0,0.2
00243.png,0.0,0.2
00244.png,0.0,0.2
00245.png,0.0,0.2
00246.png,0.0,0.2
00247.png,0.0,0.2
00248.png,0.005,0.2
00249.png,0.005,0.2
00250.png,0.005,0.2
00251.png,0.01,0.2
00252.png,0.01,0.2
00253.png,0.01,0.2
00254.png,0.015,0.2
00255.png,0.015,0.2
00256.png,0.015,0.2
00257.png,0.02,0.2
00258.png,0.02,0.2
00259.png,0.02,0.2
00260.png,0.025,0.2
00261.png,0.025,0.2
00262.png,0.025,0.2
00263.png,0.03,0.2
00264.png,0.03,0.15000000000000002
00265.png,0.03,0.15000000000000002
00266.png,0.03,0.15000000000000002
00267.png,0.03,0.15000000000000002
00268.png,0.03,0.10000000000000002
00269.png,0.03,0.10000000000000002
00270.png,0.03,0.10000000000000002
00271.png,0.03,0.1
00272.png,0.034999999999999996,0.1
00273.png,0.034999999999999996,0.1
00274.png,0.034999999999999996,0.1
00275.png,0.034999999999999996,0.1
00276.png,0.039999999999999994,0.1
00277.png,0.039999999999999994,0.1
00278.png,0.039999999999999994,0.1
00279.png,0.04499999999999999,0.1
00280.png,0.04499999999999999,0.1
00281.png,0.04499999999999999,0.1
00282.png,0.04999999999999999,0.1
00283.png,0.04999999999999999,0.1
00284.png,0.054999999999999986,0.1
00285.png,0.054999999999999986,0.1
00286.png,0.054999999999999986,0.1
00287.png,0.059999999999999984,0.1
00288.png,0.059999999999999984,0.1
00289.png,0.059999999999999984,0.1
00290.png,0.06499999999999999,0.1
00291.png,0.06499999999999999,0.1
00292.png,0.06499999999999999,0.1
00293.png,0.06999999999999999,0.1
00294.png,0.06999999999999999,0.1
00295.png,0.075,0.1
00296.png,0.075,0.1
00297.png,0.075,0.1
00298.png,0.075,0.1
00299.png,0.08,0.1
00300.png,0.08,0.1
00301.png,0.08,0.1
00302.png,0.085,0.1
00303.png,0.085,0.1
00304.png,0.085,0.1
00305.png,0.09,0.1
00306.png,0.09,0.1
00307.png,0.09,0.1
00308.png,0.09,0.1
00309.png,0.09,0.1
00310.png,0.09,0.1
00311.png,0.09,0.1
00312.png,0.09,0.1
00313.png,0.09,0.1
00314.png,0.09,0.1
00315.png,0.09,0.05
00316.png,0.09,0.05
00317.png,0.09,0.05
00318.png,0.09,0.0
00319.png,0.09,0.0
00320.png,0.09,0.0
00321.png,0.09,0.0
00322.png,0.09,0.0
00323.png,0.09,0.0
00324.png,0.09,0.0
00325.png,0.09,0.0
00326.png,0.09,0.0
00327.png,0.09,0.0
00328.png,0.09,0.0
00329.png,0.09,0.0
00330.png,0.09,0.0
00331.png,0.09,0.0
00332.png,0.09,0.0
00333.png,0.09,0.0
00334.png,0.095,0.0
00335.png,0.095,0.0
00336.png,0.095,0.0
00337.png,0.09999999999999999,0.0
00338.png,0.09999999999999999,0.0
00339.png,0.09999999999999999,0.0
00340.png,0.09999999999999999,0.0
00341.png,0.09999999999999999,0.0
00342.png,0.09999999999999999,0.0
00343.png,0.09999999999999999,0.0
00344.png,0.09999999999999999,0.0
00345.png,0.105,0.0
00346.png,0.105,0.0
00347.png,0.105,0.0
00348.png,0.105,0.0
00349.png,0.10999999999999999,0.0
00350.png,0.10999999999999999,0.0
00351.png,0.10999999999999999,0.0
00352.png,0.10999999999999999,0.0
00353.png,0.10999999999999999,0.0
00354.png,0.10999999999999999,0.0
00355.png,0.10999999999999999,0.0
00356.png,0.10999999999999999,-0.05
00357.png,0.10999999999999999,-0.05
00358.png,0.10999999999999999,-0.05
00359.png,0.10999999999999999,-0.1
00360.png,0.10999999999999999,-0.1
00361.png,0.10999999999999999,-0.1
00362.png,0.10999999999999999,-0.1
00363.png,0.10999999999999999,-0.1
00364.png,0.10999999999999999,-0.1
00365.png,0.10999999999999999,-0.1
00366.png,0.10999999999999999,-0.1
00367.png,0.10999999999999999,-0.1
00368.png,0.10999999999999999,-0.1
00369.png,0.10999999999999999,-0.1
00370.png,0.10999999999999999,-0.1
00371.png,0.10999999999999999,-0.1
00372.png,0.10999999999999999,-0.1
00373.png,0.10999999999999999,-0.1
00374.png,0.10999999999999999,-0.1
00375.png,0.10999999999999999,-0.1
00376.png,0.10999999999999999,-0.1
00377.png,0.10999999999999999,-0.1
00378.png,0.10999999999999999,-0.1
00379.png,0.10999999999999999,-0.1
00380.png,0.10999999999999999,-0.1
00381.png,0.10999999999999999,-0.1
00382.png,0.11499999999999999,-0.1
00383.png,0.11499999999999999,-0.1
00384.png,0.11499999999999999,-0.1
00385.png,0.11999999999999998,-0.1
00386.png,0.11999999999999998,-0.1
00387.png,0.11999999999999998,-0.1
00388.png,0.11999999999999998,-0.1
00389.png,0.11999999999999998,-0.1
00390.png,0.12499999999999999,-0.1
00391.png,0.12499999999999999,-0.1
00392.png,0.12499999999999999,-0.1
00393.png,0.12499999999999999,-0.1
00394.png,0.12999999999999998,-0.1
00395.png,0.12999999999999998,-0.1
00396.png,0.12999999999999998,-0.1
00397.png,0.12999999999999998,-0.1
00398.png,0.13499999999999998,-0.1
00399.png,0.13499999999999998,-0.1
00400.png,0.13499999999999998,-0.1
00401.png,0.13999999999999999,-0.1
00402.png,0.13999999999999999,-0.1
00403.png,0.13999999999999999,-0.1
00404.png,0.13999999999999999,-0.1
00405.png,0.145,-0.1
00406.png,0.145,-0.1
00407.png,0.145,-0.1
00408.png,0.15,-0.1
00409.png,0.15,-0.1
00410.png,0.15,-0.1
00411.png,0.15,-0.1
00412.png,0.155,-0.1
00413.png,0.155,-0.1
00414.png,0.155,-0.1
00415.png,0.16,-0.1
00416.png,0.16,-0.1
00417.png,0.165,-0.1
00418.png,0.165,-0.1
00419.png,0.165,-0.1
00420.png,0.165,-0.1
00421.png,0.17,-0.1
00422.png,0.17,-0.1
00423.png,0.17,-0.1
00424.png,0.17,-0.1
00425.png,0.17,-0.1
00426.png,0.17500000000000002,-0.1
00427.png,0.17500000000000002,-0.1
00428.png,0.17500000000000002,-0.1
00429.png,0.18000000000000002,-0.1
00430.png,0.18000000000000002,-0.1
00431.png,0.18000000000000002,-0.1
00432.png,0.18000000000000002,-0.05
00433.png,0.18000000000000002,-0.05
00434.png,0.18000000000000002,-0.05
00435.png,0.18000000000000002,0.0
00436.png,0.18000000000000002,0.0
00437.png,0.18000000000000002,0.0
00438.png,0.18000000000000002,0.0
00439.png,0.18000000000000002,0.0
00440.png,0.18000000000000002,0.0
00441.png,0.18000000000000002,0.0
00442.png,0.18000000000000002,0.0
00443.png,0.18000000000000002,0.0
00444.png,0.18000000000000002,0.0
00445.png,0.18000000000000002,0.05
00446.png,0.18000000000000002,0.05
00447.png,0.18000000000000002,0.05
00448.png,0.18000000000000002,0.1
00449.png,0.18000000000000002,0.1
00450.png,0.18000000000000002,0.1
00451.png,0.18000000000000002,0.1
00452.png,0.18000000000000002,0.1
00453.png,0.18000000000000002,0.1
00454.png,0.18000000000000002,0.1
00455.png,0.18000000000000002,0.1
00456.png,0.18000000000000002,0.1
00457.png,0.18000000000000002,0.1
00458.png,0.18000000000000002,0.1
00459.png,0.18000000000000002,0.1
00460.png,0.18000000000000002,0.1
00461.png,0.18000000000000002,0.1
00462.png,0.18000000000000002,0.1
00463.png,0.18000000000000002,0.1
00464.png,0.18000000000000002,0.1
00465.png,0.18000000000000002,0.1
00466.png,0.18000000000000002,0.1
00467.png,0.18000000000000002,0.1
00468.png,0.18000000000000002,0.1
00469.png,0.18000000000000002,0.1
00470.png,0.18000000000000002,0.1
00471.png,0.18000000000000002,0.1
00472.png,0.18000000000000002,0.1
00473.png,0.18000000000000002,0.1
00474.png,0.18000000000000002,0.1
00475.png,0.18500000000000003,0.1
00476.png,0.18500000000000003,0.1
00477.png,0.18500000000000003,0.1
00478.png,0.19000000000000003,0.1
00479.png,0.19000000000000003,0.1
00480.png,0.19000000000000003,0.1
00481.png,0.19000000000000003,0.1
00482.png,0.19000000000000003,0.1
00483.png,0.19500000000000003,0.1
00484.png,0.19500000000000003,0.1
00485.png,0.19500000000000003,0.1
00486.png,0.20000000000000004,0.1
00487.png,0.20000000000000004,0.1
00488.png,0.20000000000000004,0.1
00489.png,0.20000000000000004,0.1
00490.png,0.20000000000000004,0.1
00491.png,0.20500000000000004,0.1
00492.png,0.20500000000000004,0.1
00493.png,0.20500000000000004,0.1
00494.png,0.20500000000000004,0.1
00495.png,0.21000000000000005,0.1
00496.png,0.21000000000000005,0.1
00497.png,0.21000000000000005,0.1
00498.png,0.21000000000000005,0.1
00499.png,0.21000000000000005,0.1
00500.png,0.21000000000000005,0.1
00501.png,0.21000000000000005,0.1
00502.png,0.21000000000000005,0.1
00503.png,0.21000000000000005,0.1
00504.png,0.21000000000000005,0.1
00505.png,0.21500000000000005,0.1
00506.png,0.21500000000000005,0.1
00507.png,0.21500000000000005,0.1
00508.png,0.21500000000000005,0.1
00509.png,0.22000000000000006,0.1
00510.png,0.22000000000000006,0.1
00511.png,0.22000000000000006,0.1
00512.png,0.22000000000000006,0.1
00513.png,0.22000000000000006,0.1
00514.png,0.22000000000000006,0.05
00515.png,0.22000000000000006,0.05
00516.png,0.22000000000000006,0.05
00517.png,0.22000000000000006,0.0
00518.png,0.22000000000000006,0.0
00519.png,0.22000000000000006,0.0
00520.png,0.22000000000000006,0.0
00521.png,0.22000000000000006,0.0
00522.png,0.22000000000000006,0.0
00523.png,0.22000000000000006,0.0
00524.png,0.22000000000000006,0.0
00525.png,0.22000000000000006,0.0
00526.png,0.22000000000000006,0.0
00527.png,0.22000000000000006,0.0
00528.png,0.22000000000000006,0.0
00529.png,0.22000000000000006,0.0
00530.png,0.22000000000000006,0.0
00531.png,0.22000000000000006,0.0
00532.png,0.22000000000000006,0.0
00533.png,0.22000000000000006,0.0
00534.png,0.22000000000000006,0.0
00535.png,0.22000000000000006,0.0
00536.png,0.22500000000000006,0.0
00537.png,0.22500000000000006,0.0
00538.png,0.22500000000000006,0.0
00539.png,0.23000000000000007,0.0
00540.png,0.23000000000000007,0.0
00541.png,0.23000000000000007,0.0
00542.png,0.23000000000000007,0.0
00543.png,0.23000000000000007,0.0
00544.png,0.23000000000000007,0.0
00545.png,0.23000000000000007,0.0
00546.png,0.23000000000000007,0.0
00547.png,0.23000000000000007,0.0
00548.png,0.23000000000000007,0.0
00549.png,0.23500000000000007,0.0
00550.png,0.23500000000000007,0.0
00551.png,0.23500000000000007,0.0
00552.png,0.24000000000000007,0.0
00553.png,0.24000000000000007,0.0
00554.png,0.24000000000000007,0.0
00555.png,0.24000000000000007,0.0
00556.png,0.24000000000000007,0.0
00557.png,0.24000000000000007,0.0
00558.png,0.24000000000000007,0.0
00559.png,0.24500000000000008,0.0
00560.png,0.24500000000000008,0.0
00561.png,0.24500000000000008,0.0
00562.png,0.24500000000000008,0.0
00563.png,0.25000000000000006,0.0
00564.png,0.25000000000000006,0.0
00565.png,0.25000000000000006,0.0
00566.png,0.25000000000000006,0.0
00567.png,0.25500000000000006,0.0
00568.png,0.25500000000000006,0.0
00569.png,0.25500000000000006,0.0
00570.png,0.25500000000000006,0.0
00571.png,0.26,0.0
00572.png,0.26,0.0
00573.png,0.26,0.0
00574.png,0.26,0.0
00575.png,0.26,0.0
00576.png,0.26,0.0
00577.png,0.26,0.0
00578.png,0.26,0.0
00579.png,0.26,0.0
00580.png,0.26,0.0
00581.png,0.26,0.0
00582.png,0.26,0.0
00583.png,0.26,0.0
00584.png,0.26,0.0
00585.png,0.26,0.0
00586.png,0.26,0.0
00587.png,0.26,0.0
00588.png,0.26,0.0
00589.png,0.26,0.0
00590.png,0.26,0.0
00591.png,0.26,0.0
00592.png,0.26,0.0
00593.png,0.26,0.0
00594.png,0.26,0.0
00595.png,0.26,0.0
00596.png,0.26,0.0
00597.png,0.26,0.0
00598.png,0.26,0.0
00599.png,0.26,0.0
00600.png,0.26,0.0
00601.png,0.26,0.0
00602.png,0.26,0.0
00603.png,0.26,0.0
00604.png,0.26,0.0
00605.png,0.26,0.0
00606.png,0.26,0.0
00607.png,0.26,0.0
00608.png,0.26,0.0
00609.png,0.26,0.0
00610.png,0.26,0.0
00611.png,0.26,0.0
00612.png,0.26,0.0
00613.png,0.26,0.0
00614.png,0.26,0.0
00615.png,0.26,0.0
00616.png,0.26,0.0
00617.png,0.26,0.0
00618.png,0.26,0.0
00619.png,0.26,0.0
00620.png,0.26,0.0
00621.png,0.26,0.0
00622.png,0.26,0.0
00623.png,0.26,0.0
00624.png,0.26,0.0
00625.png,0.26,0.0
00626.png,0.26,0.0
00627.png,0.26,0.0
00628.png,0.26,0.0
00629.png,0.26,0.0
00630.png,0.26,0.0
00631.png,0.26,0.0
00632.png,0.26,0.0
00633.png,0.26,0.0
00634.png,0.26,0.0
00635.png,0.26,0.0
00636.png,0.26,0.0
00637.png,0.26,0.0
00638.png,0.26,0.0
00639.png,0.26,0.0
00640.png,0.26,0.0
00641.png,0.26,0.0
00642.png,0.26,0.0
00643.png,0.26,0.0
00644.png,0.26,0.0
00645.png,0.26,0.0
00646.png,0.26,0.0
00647.png,0.26,0.0
00648.png,0.26,0.0
00649.png,0.26,0.0
00650.png,0.26,0.0
00651.png,0.26,0.0
00652.png,0.26,0.0
00653.png,0.26,0.0
00654.png,0.26,0.0
00655.png,0.26,0.0
00656.png,0.26,0.0
00657.png,0.26,0.0
00658.png,0.26,0.0
00659.png,0.26,0.0
00660.png,0.26,0.0
00661.png,0.26,0.0
00662.png,0.26,0.0
00663.png,0.26,0.0
00664.png,0.26,0.0
00665.png,0.26,0.0
00666.png,0.26,0.0
00667.png,0.26,0.0
00668.png,0.26,0.0
00669.png,0.26,0.0
00670.png,0.26,0.0
00671.png,0.26,0.0
00672.png,0.26,0.0
00673.png,0.26,0.0
00674.png,0.26,0.0
00675.png,0.26,0.0
00676.png,0.26,0.0
00677.png,0.26,0.0
00678.png,0.26,0.0
00679.png,0.26,0.0
00680.png,0.26,0.0
00681.png,0.26,0.0
00682.png,0.26,0.0
00683.png,0.26,0.0
00684.png,0.26,0.0
00685.png,0.26,0.0
00686.png,0.26,0.0
00687.png,0.26,0.0
00688.png,0.26,0.0
00689.png,0.26,0.0
00690.png,0.26,0.0
00691.png,0.26,0.0
00692.png,0.26,0.0
00693.png,0.26,0.0
00694.png,0.26,0.0
00695.png,0.26,0.0
00696.png,0.26,0.0
00697.png,0.26,0.0
00698.png,0.26,0.0
00699.png,0.26,0.0
00700.png,0.26,0.0
00701.png,0.26,0.0
00702.png,0.26,0.0
00703.png,0.26,0.0
00704.png,0.26,0.0
00705.png,0.26,0.0
00706.png,0.26,0.0
00707.png,0.26,0.0
00708.png,0.26,0.0
00709.png,0.26,0.0
00710.png,0.26,0.0
00711.png,0.26,0.0
00712.png,0.26,0.0
00713.png,0.26,0.0
00714.png,0.26,0.0
00715.png,0.26,0.0
00716.png,0.26,0.0
00717.png,0.26,0.0
00718.png,0.26,0.0
00719.png,0.26,0.0
00720.png,0.26,0.0
00721.png,0.26,0.0
00722.png,0.26,0.0
00723.png,0.26,0.0
00724.png,0.26,0.0
00725.png,0.26,0.0
00726.png,0.26,0.0
00727.png,0.26,0.0
00728.png,0.26,0.0
00729.png,0.26,0.0
00730.png,0.26,0.0
00731.png,0.26,0.0
00732.png,0.26,0.0
00733.png,0.26,0.0
00734.png,0.26,0.0
00735.png,0.26,0.0
00736.png,0.26,0.0
00737.png,0.26,0.0
00738.png,0.26,0.0
00739.png,0.26,0.0
00740.png,0.26,0.0
00741.png,0.26,0.0
00742.png,0.26,0.0
00743.png,0.26,0.0
00744.png,0.26,0.05
00745.png,0.26,0.05
00746.png,0.26,0.05
00747.png,0.26,0.05
00748.png,0.26,0.1
00749.png,0.26,0.1
00750.png,0.26,0.1
00751.png,0.26,0.1
00752.png,0.26,0.1
00753.png,0.26,0.1
00754.png,0.26,0.1
00755.png,0.26,0.1
00756.png,0.26,0.1
00757.png,0.26,0.1
00758.png,0.26,0.1
00759.png,0.26,0.1
00760.png,0.26,0.1
00761.png,0.26,0.1
00762.png,0.26,0.1
00763.png,0.26,0.1
00764.png,0.26,0.1
00765.png,0.26,0.1
00766.png,0.26,0.1
00767.png,0.26,0.1
00768.png,0.26,0.1
00769.png,0.26,0.1
00770.png,0.26,0.1
00771.png,0.26,0.1
00772.png,0.26,0.1
00773.png,0.26,0.1
00774.png,0.26,0.1
00775.png,0.26,0.1
00776.png,0.26,0.1
00777.png,0.26,0.1
00778.png,0.26,0.1
00779.png,0.26,0.1
00780.png,0.26,0.1
00781.png,0.26,0.1
00782.png,0.26,0.1
00783.png,0.26,0.1
00784.png,0.26,0.1
00785.png,0.26,0.1
00786.png,0.26,0.1
00787.png,0.26,0.1
00788.png,0.26,0.1
00789.png,0.26,0.1
00790.png,0.26,0.1
00791.png,0.26,0.1
00792.png,0.26,0.1
00793.png,0.26,0.1
00794.png,0.26,0.1
00795.png,0.26,0.1
00796.png,0.26,0.1
00797.png,0.26,0.1
00798.png,0.26,0.1
00799.png,0.26,0.1
00800.png,0.26,0.1
00801.png,0.26,0.1
00802.png,0.26,0.1
00803.png,0.26,0.1
00804.png,0.26,0.1
00805.png,0.26,0.1
00806.png,0.26,0.1
00807.png,0.26,0.1
00808.png,0.26,0.1
00809.png,0.26,0.1
00810.png,0.26,0.1
00811.png,0.26,0.1
00812.png,0.26,0.1
00813.png,0.26,0.1
00814.png,0.26,0.1
00815.png,0.26,0.1
00816.png,0.26,0.1
00817.png,0.26,0.1
00818.png,0.26,0.1
00819.png,0.26,0.1
00820.png,0.26,0.1
00821.png,0.26,0.1
00822.png,0.26,0.1
00823.png,0.26,0.1
00824.png,0.26,0.1
00825.png,0.26,0.1
00826.png,0.26,0.1
00827.png,0.26,0.1
00828.png,0.26,0.1
00829.png,0.26,0.1
00830.png,0.26,0.1
00831.png,0.26,0.1
00832.png,0.26,0.1
00833.png,0.26,0.1
00834.png,0.26,0.1
00835.png,0.26,0.1
00836.png,0.26,0.1
00837.png,0.26,0.1
00838.png,0.26,0.1
00839.png,0.26,0.1
00840.png,0.26,0.1
00841.png,0.26,0.1
00842.png,0.26,0.1
00843.png,0.26,0.1
00844.png,0.26,0.1
00845.png,0.26,0.1
00846.png,0.26,0.1
00847.png,0.26,0.1
00848.png,0.26,0.1
00849.png,0.26,0.1
00850.png,0.26,0.1
00851.png,0.26,0.1
00852.png,0.26,0.1
00853.png,0.26,0.1
00854.png,0.26,0.1
00855.png,0.26,0.1
00856.png,0.26,0.1
00857.png,0.26,0.1
00858.png,0.26,0.1
00859.png,0.26,0.1
00860.png,0.26,0.1
00861.png,0.26,0.1
00862.png,0.26,0.1
00863.png,0.26,0.1
00864.png,0.26,0.1
00865.png,0.26,0.1
00866.png,0.26,0.1
00867.png,0.26,0.1
00868.png,0.26,0.1
00869.png,0.26,0.1
00870.png,0.26,0.1
00871.png,0.26,0.1
00872.png,0.26,0.1
00873.png,0.26,0.1
00874.png,0.26,0.1
00875.png,0.26,0.1
00876.png,0.26,0.1
00877.png,0.26,0.1
00878.png,0.26,0.1
00879.png,0.26,0.05
00880.png,0.26,0.05
00881.png,0.26,0.05
00882.png,0.26,0.0
00883.png,0.26,0.0
00884.png,0.26,0.0
00885.png,0.26,0.0
00886.png,0.26,0.0
00887.png,0.26,0.0
00888.png,0.26,0.0
00889.png,0.26,0.0
00890.png,0.26,0.0
00891.png,0.26,0.0
00892.png,0.26,0.0
00893.png,0.26,0.0
00894.png,0.26,0.0
00895.png,0.26,0.0
00896.png,0.26,0.0
00897.png,0.26,0.0
00898.png,0.26,0.0
00899.png,0.26,0.0
00900.png,0.26,0.0
00901.png,0.26,0.0
00902.png,0.26,0.0
00903.png,0.26,0.0
00904.png,0.26,0.0
00905.png,0.26,0.0
00906.png,0.26,0.0
00907.png,0.26,0.0
00908.png,0.26,0.0
00909.png,0.26,0.0
00910.png,0.26,0.0
00911.png,0.26,0.0
00912.png,0.26,0.0
00913.png,0.26,0.0
00914.png,0.26,0.0
00915.png,0.26,0.0
00916.png,0.26,0.0
00917.png,0.26,0.0
00918.png,0.26,0.0
00919.png,0.26,0.0
00920.png,0.26,0.0
00921.png,0.26,0.0
00922.png,0.26,0.0
00923.png,0.26,0.0
00924.png,0.26,0.0
00925.png,0.26,0.0
00926.png,0.26,0.0
00927.png,0.26,0.0
00928.png,0.26,0.0
00929.png,0.26,0.0
00930.png,0.26,0.0
00931.png,0.26,0.0
00932.png,0.26,0.0
00933.png,0.26,0.0
00934.png,0.26,0.0
00935.png,0.26,0.0
00936.png,0.26,0.0
00937.png,0.26,0.0
00938.png,0.26,0.0
00939.png,0.26,0.0
00940.png,0.26,0.0
00941.png,0.26,0.0
00942.png,0.26,0.0
00943.png,0.26,0.0
00944.png,0.26,0.0
00945.png,0.26,0.0
00946.png,0.26,0.0
00947.png,0.26,0.0
00948.png,0.26,0.0
00949.png,0.26,0.0
00950.png,0.26,0.0
00951.png,0.26,0.0
00952.png,0.26,0.0
00953.png,0.26,0.0
00954.png,0.26,0.0
00955.png,0.26,0.0
00956.png,0.26,0.0
00957.png,0.26,0.0
00958.png,0.26,0.0
00959.png,0.26,0.0
00960.png,0.26,0.0
00961.png,0.26,0.0
00962.png,0.26,0.0
00963.png,0.26,0.0
00964.png,0.26,0.0
00965.png,0.26,0.0
00966.png,0.26,0.0
00967.png,0.26,0.0
00968.png,0.26,0.0
00969.png,0.26,0.0
00970.png,0.26,0.0
00971.png,0.26,0.0
00972.png,0.26,0.0
00973.png,0.26,0.0
00974.png,0.26,0.0
00975.png,0.26,0.0
